query_d39v	target_tigr4	alnlen	mismatches	qstart	qend	tstart	tend	evalue	bitscore	len_d39v	orient_d39v	left_d39v	right_d39v	len_tigr4	orient_tigr4	left_tigr4	right_tigr4
IGR_D39V_1404	IGR_NC_003028.3_1509	98	0	1	98	1	98	1.753E-51	177.0	98	CONVERGENT	SPV_1708	SPV_1709	98	CONVERGENT	SP_RS12420	SP_RS09585
IGR_D39V_1468	IGR_NC_003028.3_1579	107	0	1	107	1	107	1.832E-56	193.0	108	TANDEM(--)	SPV_1790	SPV_2547	144	TANDEM(--)	SP_RS10015	SP_RS10020
IGR_D39V_1500	IGR_NC_003028.3_1609	116	0	1	116	1	116	1.113E-61	209.0	116	TANDEM(--)	SPV_1838	SPV_1839	116	TANDEM(--)	SP_RS10260	SP_RS10265
IGR_D39V_1564	IGR_NC_003028.3_1674	25	0	1	25	1	25	4.373E-10	46.0	25	TANDEM(--)	SPV_1932	SPV_1933	25	TANDEM(--)	SP_RS10735	SP_RS10740
IGR_D39V_0575	IGR_NC_003028.3_0607	267	0	1	267	1	267	3.743E-147	480.0	267	TANDEM(++)	SPV_0652	SPV_0653	267	TANDEM(++)	SP_RS03665	SP_RS03670
IGR_D39V_0639	IGR_NC_003028.3_0677	52	0	1	52	1	52	2.091E-25	95.0	52	TANDEM(--)	SPV_0731	SPV_0732	52	TANDEM(--)	SP_RS04095	SP_RS04100
IGR_D39V_0671	IGR_NC_003028.3_0708	137	0	1	137	1	137	1.423E-73	247.0	137	DIVERGENT	SPV_0775	SPV_0776	137	DIVERGENT	SP_RS04335	SP_RS04340
IGR_D39V_1439	IGR_NC_003028.3_1551	50	0	1	50	1	50	5.939E-23	91.0	62	TANDEM(++)	SPV_1753	SPV_1754	50	TANDEM(++)	SP_RS13515	SP_RS09830
IGR_D39V_1471	IGR_NC_003028.3_1581	161	0	1	161	1	161	3.664E-87	290.0	161	DIVERGENT	SPV_1792	SPV_1793	161	DIVERGENT	SP_RS10025	SP_RS10030
IGR_D39V_1503	IGR_NC_003028.3_1612	178	0	1	178	1	178	8.710E-97	320.0	178	TANDEM(--)	SPV_1841	SPV_1842	178	TANDEM(--)	SP_RS10275	SP_RS10280
IGR_D39V_1567	IGR_NC_003028.3_1676	110	0	1	110	1	110	2.788E-58	199.0	110	TANDEM(++)	SPV_1934	SPV_1935	110	TANDEM(++)	SP_RS10745	SP_RS10750
IGR_D39V_1599	IGR_NC_003028.3_1711	39	0	1	39	1	39	4.963E-18	71.0	39	CONVERGENT	SPV_1973	SPV_1974	39	CONVERGENT	SP_RS10945	SP_RS10950
IGR_D39V_1663	IGR_NC_003028.3_1776	61	0	1	61	1	61	1.644E-30	111.0	61	TANDEM(++)	SPV_2057	SPV_2058	61	TANDEM(++)	SP_RS11385	SP_RS11390
IGR_D39V_0032	IGR_NC_003028.3_0037	92	0	1	92	1	92	4.401E-48	166.0	92	TANDEM(++)	SPV_0052	SPV_0053	92	TANDEM(++)	SP_RS00270	SP_RS00275
IGR_D39V_0416	IGR_NC_003028.3_0423	67	0	1	67	1	67	6.514E-34	122.0	67	DIVERGENT	SPV_0463	SPV_0464	67	DIVERGENT	SP_RS02550	SP_RS02555
IGR_D39V_0480	IGR_NC_003028.3_0505	53	0	1	53	1	53	5.664E-26	96.0	53	TANDEM(++)	SPV_0542	SPV_0543	53	TANDEM(++)	SP_RS03055	SP_RS03060
IGR_D39V_0544	IGR_NC_003028.3_0577	66	0	1	66	13	78	2.403E-33	120.0	66	TANDEM(++)	SPV_0619	SPV_2502	139	TANDEM(++)	SP_RS03485	SP_RS03490
IGR_D39V_0640	IGR_NC_003028.3_0678	67	0	1	67	1	67	6.514E-34	122.0	67	TANDEM(--)	SPV_0732	SPV_0733	67	TANDEM(--)	SP_RS04100	SP_RS04105
IGR_D39V_0832	IGR_NC_003028.3_0858	412	0	412	1	1	412	3.550E-229	740.0	412	TANDEM(--)	SPV_0954	SPV_0953	412	TANDEM(++)	SP_RS05280	SP_RS05285
IGR_D39V_0928	IGR_NC_003028.3_0991	76	0	1	76	1	76	5.148E-39	138.0	76	TANDEM(--)	SPV_1096	SPV_1097	76	TANDEM(--)	SP_RS06070	SP_RS06075
IGR_D39V_0992	IGR_NC_003028.3_1066	132	0	1	132	1	132	9.651E-71	238.0	132	TANDEM(--)	SPV_2325	SPV_1175	132	TANDEM(--)	SP_RS12825	SP_RS06575
IGR_D39V_1573	IGR_NC_003028.3_1682	118	0	1	118	1	118	8.198E-63	213.0	118	TANDEM(--)	SPV_1941	SPV_1942	118	TANDEM(--)	SP_RS10780	SP_RS13550
IGR_D39V_1669	IGR_NC_003028.3_1783	57	0	1	57	1	57	1.147E-26	104.0	72	TANDEM(++)	SPV_2068	SPV_2069	57	TANDEM(++)	SP_RS11450	SP_RS11455
IGR_D39V_0134	IGR_NC_003028.3_0122	103	0	1	103	1	103	2.576E-54	186.0	103	TANDEM(++)	SPV_0149	SPV_0150	103	TANDEM(++)	SP_RS13240	SP_RS00765
IGR_D39V_1100	IGR_NC_003028.3_1176	223	0	1	223	1	223	2.956E-122	401.0	223	TANDEM(--)	SPV_1320	SPV_1321	223	TANDEM(--)	SP_RS07340	SP_RS07345
IGR_D39V_1132	IGR_NC_003028.3_1209	42	0	1	42	1	42	2.401E-19	77.0	45	CONVERGENT	SPV_1359	SPV_1360	42	CONVERGENT	SP_RS07535	SP_RS07540
IGR_D39V_1292	IGR_NC_003028.3_1373	24	0	1	24	1	24	1.615E-09	45.0	24	TANDEM(--)	SPV_1547	SPV_1548	24	TANDEM(--)	SP_RS08595	SP_RS08600
IGR_D39V_1324	IGR_NC_003028.3_1421	281	0	1	281	11	291	4.490E-155	505.0	281	DIVERGENT	SPV_1579	SPV_1580	291	DIVERGENT	SP_RS08880	SP_RS08885
IGR_D39V_0471	IGR_NC_003028.3_0496	174	0	1	174	1	174	1.601E-94	313.0	174	TANDEM(++)	SPV_0532	SPV_0533	174	TANDEM(++)	SP_RS03005	SP_RS03010
IGR_D39V_0567	IGR_NC_003028.3_0600	58	0	1	58	1	58	8.266E-29	105.0	58	TANDEM(--)	SPV_0645	SPV_0646	58	TANDEM(--)	SP_RS03630	SP_RS03635
IGR_D39V_0599	IGR_NC_003028.3_0632	30	0	1	30	1	30	6.356E-13	55.0	30	CONVERGENT	SPV_0680	SPV_0681	30	CONVERGENT	SP_RS03805	SP_RS03810
IGR_D39V_1174	IGR_NC_003028.3_1246	207	0	1	207	1	207	3.355E-113	372.0	207	DIVERGENT	SPV_1408	SPV_2357	207	DIVERGENT	SP_RS07780	SP_RS13055
IGR_D39V_1206	IGR_NC_003028.3_1288	90	0	1	90	1	90	5.983E-47	163.0	90	CONVERGENT	SPV_1447	SPV_2366	90	CONVERGENT	SP_RS08055	SP_RS08060
IGR_D39V_1334	IGR_NC_003028.3_1436	30	0	1	30	1	30	6.356E-13	55.0	30	TANDEM(++)	SPV_1590	SPV_1591	30	TANDEM(++)	SP_RS08955	SP_RS08960
IGR_D39V_1021	IGR_NC_003028.3_1096	112	0	1	112	1	112	2.053E-59	202.0	112	DIVERGENT	SPV_1212	SPV_2524	354	TANDEM(--)	SP_RS06755	SP_RS13795
IGR_D39V_1628	IGR_NC_003028.3_1743	69	0	1	69	1	69	4.785E-35	125.0	69	TANDEM(--)	SPV_2011	SPV_2012	69	TANDEM(--)	SP_RS11155	SP_RS11160
IGR_D39V_1660	IGR_NC_003028.3_1773	50	0	1	50	1	50	2.850E-24	91.0	50	CONVERGENT	SPV_2054	SPV_2055	50	CONVERGENT	SP_RS11370	SP_RS11375
IGR_D39V_0157	IGR_NC_003028.3_0148	131	0	1	131	1	131	3.555E-70	236.0	131	TANDEM(++)	SPV_0177	SPV_0178	131	TANDEM(++)	SP_RS00925	SP_RS00930
IGR_D39V_0189	IGR_NC_003028.3_0175	45	0	1	45	1	45	1.956E-21	82.0	45	TANDEM(++)	SPV_0206	SPV_2484	284	TANDEM(++)	SP_RS01075	SP_RS01080
IGR_D39V_0253	IGR_NC_003028.3_0238	44	0	1	44	1	44	7.222E-21	80.0	44	CONVERGENT	SPV_0272	SPV_0273	149	CONVERGENT	SP_RS01435	SP_RS01440
IGR_D39V_0193	IGR_NC_003028.3_0177	83	0	1	83	1	83	5.546E-43	150.0	83	TANDEM(++)	SPV_0208	SPV_0209	83	TANDEM(++)	SP_RS01085	SP_RS01090
IGR_D39V_0289	IGR_NC_003028.3_0280	94	0	1	94	1	94	3.238E-49	170.0	94	TANDEM(--)	SPV_0309	SPV_0310	94	TANDEM(--)	SP_RS01655	SP_RS01660
IGR_D39V_0771	IGR_NC_003028.3_0935	153	0	153	1	1	153	1.240E-82	276.0	153	TANDEM(++)	SPV_1029	SPV_1028	153	TANDEM(--)	SP_RS05740	SP_RS05745
IGR_D39V_0867	IGR_NC_003028.3_0830	153	0	153	1	1	153	1.240E-82	276.0	153	TANDEM(--)	SPV_2567	SPV_0914	213	TANDEM(++)	SP_RS05105	SP_RS05110
IGR_D39V_0931	IGR_NC_003028.3_0994	45	0	1	45	1	45	1.956E-21	82.0	45	CONVERGENT	SPV_1100	SPV_1101	45	CONVERGENT	SP_RS06090	SP_RS06095
IGR_D39V_0995	IGR_NC_003028.3_1069	32	0	1	32	1	32	4.657E-14	59.0	32	TANDEM(--)	SPV_1178	SPV_1179	32	TANDEM(--)	SP_RS06590	SP_RS06595
IGR_D39V_1027	IGR_NC_003028.3_1101	33	0	1	33	1	33	1.261E-14	61.0	33	TANDEM(--)	SPV_1217	SPV_2527	274	TANDEM(--)	SP_RS06785	SP_RS06790
IGR_D39V_1162	IGR_NC_003028.3_1234	33	0	1	33	1	33	1.261E-14	61.0	33	CONVERGENT	SPV_1393	SPV_1394	33	CONVERGENT	SP_RS07705	SP_RS07710
IGR_D39V_1322	IGR_NC_003028.3_1419	136	0	1	136	1	136	5.240E-73	245.0	136	TANDEM(--)	SPV_2391	SPV_1578	136	TANDEM(--)	SP_RS08870	SP_RS08875
IGR_D39V_1450	IGR_NC_003028.3_1561	64	0	1	64	1	64	3.272E-32	116.0	64	TANDEM(--)	SPV_1767	SPV_1768	64	TANDEM(--)	SP_RS09900	SP_RS09905
IGR_D39V_1104	IGR_NC_003028.3_1181	278	0	1	278	1	278	2.236E-153	500.0	278	CONVERGENT	SPV_1327	SPV_1328	278	CONVERGENT	SP_RS07380	SP_RS07385
IGR_D39V_1200	IGR_NC_003028.3_1282	81	0	1	81	60	140	7.542E-42	147.0	81	TANDEM(--)	SPV_2538	SPV_1440	140	TANDEM(--)	SP_RS08020	SP_RS08025
IGR_D39V_1556	IGR_NC_003028.3_1667	141	0	1	141	1	141	7.726E-76	254.0	141	DIVERGENT	SPV_1925	SPV_1926	141	DIVERGENT	SP_RS10690	SP_RS10695
IGR_D39V_1652	IGR_NC_003028.3_1765	65	0	1	65	1	65	8.868E-33	118.0	65	TANDEM(--)	SPV_2041	SPV_2042	78	TANDEM(--)	SP_RS11305	SP_RS11310
IGR_D39V_0775	IGR_NC_003028.3_0931	63	0	63	1	1	63	1.207E-31	114.0	63	TANDEM(++)	SPV_1025	SPV_1024	63	TANDEM(--)	SP_RS05720	SP_RS05725
IGR_D39V_0871	IGR_NC_003028.3_0826	61	0	61	1	1	61	1.644E-30	111.0	61	TANDEM(--)	SPV_0910	SPV_0909	61	TANDEM(++)	SP_RS05080	SP_RS05085
IGR_D39V_0935	IGR_NC_003028.3_0998	163	0	1	163	1	163	2.702E-88	294.0	163	TANDEM(--)	SPV_1109	SPV_1110	163	TANDEM(--)	SP_RS06135	SP_RS13410
IGR_D39V_0967	IGR_NC_003028.3_1031	71	0	1	71	1	71	3.516E-36	129.0	71	DIVERGENT	SPV_1144	SPV_1145	71	DIVERGENT	SP_RS06320	SP_RS06325
IGR_D39V_1167	IGR_NC_003028.3_1239	129	0	1	129	1	129	4.826E-69	233.0	129	TANDEM(--)	SPV_1401	SPV_1402	129	TANDEM(--)	SP_RS07745	SP_RS07750
IGR_D39V_1263	IGR_NC_003028.3_1346	80	0	1	80	1	80	2.782E-41	145.0	80	TANDEM(--)	SPV_1511	SPV_1512	80	TANDEM(--)	SP_RS08410	SP_RS08415
IGR_D39V_1359	IGR_NC_003028.3_1460	172	0	1	172	1	172	2.170E-93	310.0	172	TANDEM(--)	SPV_1620	SPV_1621	172	TANDEM(--)	SP_RS09115	SP_RS09120
IGR_D39V_1455	IGR_NC_003028.3_1566	74	0	1	74	1	74	7.004E-38	134.0	74	CONVERGENT	SPV_1773	SPV_1774	74	CONVERGENT	SP_RS09930	SP_RS09935
IGR_D39V_0875	IGR_NC_003028.3_0822	136	0	136	1	1	136	5.240E-73	245.0	136	TANDEM(++)	SPV_0903	SPV_0902	136	TANDEM(--)	SP_RS05045	SP_RS05050
IGR_D39V_0907	IGR_NC_003028.3_0968	127	0	1	127	1	127	6.550E-68	229.0	127	TANDEM(--)	SPV_1067	SPV_1068	127	TANDEM(--)	SP_RS05930	SP_RS05935
IGR_D39V_0971	IGR_NC_003028.3_1036	115	0	1	115	1	115	4.102E-61	208.0	115	TANDEM(--)	SPV_1151	SPV_1152	115	TANDEM(--)	SP_RS06360	SP_RS06365
IGR_D39V_1067	IGR_NC_003028.3_1134	159	0	1	159	1	159	4.968E-86	286.0	159	DIVERGENT	SPV_1262	SPV_1263	159	DIVERGENT	SP_RS07030	SP_RS07035
IGR_D39V_1083	IGR_NC_003028.3_1155	157	0	1	157	1	157	6.738E-85	283.0	157	TANDEM(--)	SPV_1290	SPV_1291	157	TANDEM(--)	SP_RS07180	SP_RS07185
IGR_D39V_1115	IGR_NC_003028.3_1193	34	0	1	34	1	34	3.413E-15	62.0	34	TANDEM(--)	SPV_1340	SPV_1341	34	TANDEM(--)	SP_RS07450	SP_RS07455
IGR_D39V_1179	IGR_NC_003028.3_1251	25	0	1	25	174	198	4.373E-10	46.0	25	TANDEM(--)	SPV_2536	SPV_1414	198	TANDEM(--)	SP_RS07815	SP_RS07820
IGR_D39V_1243	IGR_NC_003028.3_1326	96	0	1	96	1	96	2.382E-50	174.0	96	TANDEM(--)	SPV_1491	SPV_1492	96	TANDEM(--)	SP_RS08295	SP_RS08300
IGR_D39V_1351	IGR_NC_003028.3_1451	24	0	1	24	1	24	1.615E-09	45.0	24	TANDEM(--)	SPV_1609	SPV_1610	24	TANDEM(--)	SP_RS09060	SP_RS09065
IGR_D39V_1383	IGR_NC_003028.3_1487	116	0	1	116	92	207	1.113E-61	209.0	116	TANDEM(--)	SPV_2544	SPV_1662	207	TANDEM(--)	SP_RS09330	SP_RS09335
IGR_D39V_1447	IGR_NC_003028.3_1558	38	0	1	38	1	38	1.833E-17	70.0	38	TANDEM(--)	SPV_1762	SPV_1763	38	TANDEM(--)	SP_RS09870	SP_RS09875
IGR_D39V_1607	IGR_NC_003028.3_1009	31	0	1	31	1	31	7.643E-13	57.0	36	CONVERGENT	SPV_1983	SPV_1984	183	CONVERGENT	SP_RS13660	SP_RS06205
IGR_D39V_1607	IGR_NC_003028.3_0587	29	0	1	29	134	162	1.757E-11	53.0	36	CONVERGENT	SPV_1983	SPV_1984	209	CONVERGENT	SP_RS03550	SP_RS03555
IGR_D39V_1607	IGR_NC_003028.3_0051	28	0	28	1	1	28	8.270E-11	52.0	36	CONVERGENT	SPV_1983	SPV_1984	298	TANDEM(++)	SP_RS00355	SP_RS00360
IGR_D39V_1639	IGR_NC_003028.3_1752	118	0	1	118	1	118	8.198E-63	213.0	118	TANDEM(--)	SPV_2023	SPV_2024	118	TANDEM(--)	SP_RS11215	SP_RS11220
IGR_D39V_1437	IGR_NC_003028.3_1548	349	0	1	349	1	349	1.528E-193	627.0	349	TANDEM(++)	SPV_1749	SPV_1750	349	TANDEM(++)	SP_RS09800	SP_RS09805
IGR_D39V_1501	IGR_NC_003028.3_1610	113	0	1	113	1	113	5.571E-60	204.0	113	TANDEM(--)	SPV_1839	SPV_1840	113	TANDEM(--)	SP_RS10265	SP_RS10270
IGR_D39V_1538	IGR_NC_003028.3_1647	146	0	1	146	1	146	1.140E-78	263.0	146	TANDEM(--)	SPV_1902	SPV_1903	146	TANDEM(--)	SP_RS10570	SP_RS10575
IGR_D39V_1634	IGR_NC_003028.3_1749	82	0	1	82	1	82	2.045E-42	148.0	82	TANDEM(--)	SPV_2018	SPV_2019	82	TANDEM(--)	SP_RS11190	SP_RS11195
IGR_D39V_0003	IGR_NC_003028.3_0004	83	0	1	83	1	83	5.546E-43	150.0	83	TANDEM(++)	SPV_0003	SPV_0004	83	TANDEM(++)	SP_RS00015	SP_RS00020
IGR_D39V_0035	IGR_NC_003028.3_0040	24	0	1	24	1	24	1.615E-09	45.0	24	TANDEM(++)	SPV_0056	SPV_0057	24	TANDEM(++)	SP_RS00290	SP_RS00295
IGR_D39V_0067	IGR_NC_003028.3_0075	67	0	1	67	1	67	1.970E-33	122.0	71	CONVERGENT	SPV_0092	SPV_0093	177	CONVERGENT	SP_RS00485	SP_RS00490
IGR_D39V_1502	IGR_NC_003028.3_1611	111	0	1	111	1	111	7.565E-59	200.0	111	TANDEM(--)	SPV_1840	SPV_1841	111	TANDEM(--)	SP_RS10270	SP_RS10275
IGR_D39V_1534	IGR_NC_003028.3_1642	123	0	1	123	1	123	1.207E-65	222.0	123	TANDEM(--)	SPV_1896	SPV_1897	123	TANDEM(--)	SP_RS10540	SP_RS10545
IGR_D39V_1630	IGR_NC_003028.3_1745	158	0	1	158	1	158	1.830E-85	285.0	158	TANDEM(--)	SPV_2013	SPV_2014	158	TANDEM(--)	SP_RS11165	SP_RS11170
IGR_D39V_1662	IGR_NC_003028.3_1775	203	0	1	203	1	203	1.031E-110	365.0	205	DIVERGENT	SPV_2056	SPV_2057	205	DIVERGENT	SP_RS11380	SP_RS11385
IGR_D39V_0261	IGR_NC_003028.3_0248	117	0	1	117	1	117	1.437E-61	211.0	123	TANDEM(++)	SPV_0279	SPV_0280	117	TANDEM(++)	SP_RS01490	SP_RS01495
IGR_D39V_0517	IGR_NC_003028.3_0548	120	0	1	120	1	120	6.038E-64	216.0	120	DIVERGENT	SPV_0582	SPV_0583	120	DIVERGENT	SP_RS03290	SP_RS03295
IGR_D39V_1367	IGR_NC_003028.3_1472	45	0	1	45	1	45	1.956E-21	82.0	45	CONVERGENT	SPV_1635	SPV_1636	45	CONVERGENT	SP_RS09200	SP_RS09205
IGR_D39V_1431	IGR_NC_003028.3_1542	85	0	1	85	1	85	4.078E-44	154.0	85	TANDEM(--)	SPV_1743	SPV_1744	85	TANDEM(--)	SP_RS09770	SP_RS09775
IGR_D39V_1559	IGR_NC_003028.3_1670	151	0	1	151	1	151	1.681E-81	272.0	151	DIVERGENT	SPV_1928	SPV_1929	151	DIVERGENT	SP_RS10705	SP_RS10710
IGR_D39V_0943	IGR_NC_003028.3_1007	166	0	1	166	1	166	5.410E-90	299.0	166	TANDEM(--)	SPV_1120	SPV_1121	166	TANDEM(--)	SP_RS06195	SP_RS06200
IGR_D39V_1007	IGR_NC_003028.3_1082	28	0	1	28	1	28	8.675E-12	52.0	28	TANDEM(--)	SPV_1193	SPV_2331	66	TANDEM(--)	SP_RS06650	SP_RS13420
IGR_D39V_1039	IGR_NC_003028.3_1112	131	0	1	131	1	131	3.555E-70	236.0	131	TANDEM(--)	SPV_1232	SPV_2528	573	TANDEM(--)	SP_RS06865	SP_RS06870
IGR_D39V_1103	IGR_NC_003028.3_1180	110	0	1	110	1	110	2.788E-58	199.0	110	TANDEM(++)	SPV_1326	SPV_1327	110	TANDEM(++)	SP_RS07375	SP_RS07380
IGR_D39V_1135	IGR_NC_003028.3_1212	70	0	1	70	1	70	1.297E-35	127.0	70	TANDEM(--)	SPV_1363	SPV_1364	70	TANDEM(--)	SP_RS07555	SP_RS07560
IGR_D39V_0648	IGR_NC_003028.3_0687	135	0	1	135	1	135	1.930E-72	243.0	135	DIVERGENT	SPV_0745	SPV_0746	135	DIVERGENT	SP_RS04175	SP_RS04180
IGR_D39V_0712	IGR_NC_003028.3_0751	39	0	1	39	1	39	4.963E-18	71.0	39	TANDEM(++)	SPV_0826	SPV_0827	39	TANDEM(++)	SP_RS04625	SP_RS04630
IGR_D39V_0744	IGR_NC_003028.3_0786	72	0	1	72	1	72	9.531E-37	131.0	72	TANDEM(++)	SPV_0864	SPV_0865	72	TANDEM(++)	SP_RS04845	SP_RS04850
IGR_D39V_0904	IGR_NC_003028.3_0965	78	0	1	78	1	78	3.784E-40	141.0	78	TANDEM(--)	SPV_1060	SPV_1061	78	TANDEM(--)	SP_RS05895	SP_RS05900
IGR_D39V_0113	IGR_NC_003028.3_0097	39	0	1	39	102	140	4.963E-18	71.0	39	TANDEM(++)	SPV_2474	SPV_0128	140	TANDEM(++)	SP_RS00600	SP_RS00605
IGR_D39V_0145	IGR_NC_003028.3_0131	118	0	1	118	175	292	8.198E-63	213.0	118	CONVERGENT	SPV_2476	SPV_0161	292	CONVERGENT	SP_RS00815	SP_RS00820
IGR_D39V_0177	IGR_NC_003028.3_0163	24	0	1	24	1	24	1.615E-09	45.0	24	TANDEM(++)	SPV_0193	SPV_0194	24	TANDEM(++)	SP_RS01010	SP_RS01015
IGR_D39V_0758	IGR_NC_003028.3_0803	41	0	1	41	1	41	3.638E-19	75.0	41	TANDEM(++)	SPV_0883	SPV_0884	41	TANDEM(++)	SP_RS04945	SP_RS04950
IGR_D39V_0854	IGR_NC_003028.3_0839	61	0	61	1	1	61	1.644E-30	111.0	61	TANDEM(--)	SPV_0924	SPV_0923	61	TANDEM(++)	SP_RS05160	SP_RS05165
IGR_D39V_0886	IGR_NC_003028.3_0944	157	0	1	157	1	157	6.738E-85	283.0	157	TANDEM(--)	SPV_2297	SPV_1038	157	TANDEM(--)	SP_RS05785	SP_RS05790
IGR_D39V_0918	IGR_NC_003028.3_0980	90	0	1	90	1	90	5.983E-47	163.0	90	TANDEM(--)	SPV_1082	SPV_1083	90	TANDEM(--)	SP_RS06000	SP_RS06005
IGR_D39V_0958	IGR_NC_003028.3_1021	210	0	1	210	1	210	6.726E-115	378.0	210	TANDEM(--)	SPV_1134	SPV_1135	210	TANDEM(--)	SP_RS06265	SP_RS06270
IGR_D39V_1022	IGR_NC_003028.3_1096	50	0	1	50	188	237	2.850E-24	91.0	50	TANDEM(++)	SPV_2524	SPV_2525	354	TANDEM(--)	SP_RS06755	SP_RS13795
IGR_D39V_1118	IGR_NC_003028.3_1195	107	0	1	107	256	362	1.396E-56	193.0	107	TANDEM(--)	SPV_2533	SPV_2534	444	TANDEM(--)	SP_RS07460	SP_RS07465
