Sequence_ID	Slager_2018_Regulatory_Class	Sigma_Factor_Assignment	Has_Minus35_Signal	Has_Extended_Minus10_Signal	Has_Standard_Minus10_Signal	Has_ComX_CINbox_Signal
TSS_903_D39V_1851334_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_904_D39V_1852230_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_905_D39V_1853683_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_906_D39V_1857296_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_907_D39V_1858662_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_908_D39V_1858860_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_909_D39V_1859051_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_910_D39V_1859890_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_911_D39V_1862972_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_912_D39V_1864751_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_913_D39V_1864791_-	ComX_SigmaX_Site	SigX	False	True	True	True
TSS_914_D39V_1864984_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_915_D39V_1865516_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_916_D39V_1867032_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_917_D39V_1868491_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_918_D39V_1869356_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_919_D39V_1871302_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_920_D39V_1873781_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_921_D39V_1876709_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_922_D39V_1876941_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_923_D39V_1877017_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_924_D39V_1880144_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_925_D39V_1882318_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_926_D39V_1887682_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_927_D39V_1892843_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_928_D39V_1893007_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_929_D39V_1893960_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_930_D39V_1896503_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_931_D39V_1896601_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_932_D39V_1900324_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_933_D39V_1900461_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_934_D39V_1902053_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_935_D39V_1902081_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_936_D39V_1907590_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_937_D39V_1907665_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_938_D39V_1907921_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_939_D39V_1908013_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_940_D39V_1911817_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_941_D39V_1916639_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_942_D39V_1917209_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_943_D39V_1919364_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_944_D39V_1919649_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_945_D39V_1920972_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_946_D39V_1922314_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_947_D39V_1923340_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_948_D39V_1923414_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_949_D39V_1925716_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_950_D39V_1931559_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_951_D39V_1932890_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_952_D39V_1935947_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_953_D39V_1944731_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_954_D39V_1944851_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_955_D39V_1948974_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_956_D39V_1949385_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_957_D39V_1952941_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_958_D39V_1957234_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_959_D39V_1958186_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_960_D39V_1972004_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_961_D39V_1972131_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_962_D39V_1973311_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_963_D39V_1973570_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_964_D39V_1973654_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_965_D39V_1973728_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_966_D39V_1973913_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_967_D39V_1977584_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_968_D39V_1982193_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_969_D39V_1982932_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_970_D39V_1983667_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_971_D39V_1991724_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_972_D39V_1993288_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_973_D39V_1993432_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_974_D39V_1998234_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_975_D39V_2003846_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_976_D39V_2006885_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_977_D39V_2008356_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_978_D39V_2008698_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_979_D39V_2009054_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_980_D39V_2012502_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_981_D39V_2013209_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_982_D39V_2015211_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_983_D39V_2015267_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_984_D39V_2016164_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_985_D39V_2020685_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_986_D39V_2021071_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_987_D39V_2022007_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_988_D39V_2027722_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_989_D39V_2029848_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_990_D39V_2029972_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_991_D39V_2033031_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_992_D39V_2034182_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_993_D39V_2034343_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_994_D39V_2040336_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_995_D39V_2041164_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_996_D39V_2041283_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_997_D39V_2043461_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_998_D39V_2043661_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_999_D39V_2044180_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_1000_D39V_2044320_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_1001_D39V_2044340_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_1002_D39V_2045602_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_1003_D39V_2046536_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
